variant,brand,notes,image url
Mood Indigo Eau de Parfum,Moth and Rabbit,"[{""id"": 426, ""nama"": ""red pepper""}, {""id"": 622, ""nama"": ""camomile romaine""}, {""id"": 7, ""nama"": ""geranium""}, {""id"": 623, ""nama"": ""waterlily""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 218, ""nama"": ""cedarwood""}, {""id"": 624, ""nama"": ""and patchouli.""}]",https://static.luckyscent.com/images/products/66600.jpg?width=400&404=product.png
Love Exposure Eau de Parfum,Moth and Rabbit,"[{""id"": 468, ""nama"": ""ylang""}, {""id"": 625, ""nama"": ""magnolia flowers""}, {""id"": 586, ""nama"": ""neroli oil""}, {""id"": 248, ""nama"": ""cassis""}, {""id"": 626, ""nama"": ""bay oil""}, {""id"": 627, ""nama"": ""cumin oil""}, {""id"": 101, ""nama"": ""costus""}, {""id"": 528, ""nama"": ""jasmine sambac""}, {""id"": 628, ""nama"": ""encens""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 264, ""nama"": ""ambergris""}, {""id"": 629, ""nama"": ""and vanilla.""}]",https://static.luckyscent.com/images/products/66601.jpg?width=400&404=product.png
Anubis Eau de Parfum,Papillon Artisan Perfumes,"[{""id"": 159, ""nama"": ""suede""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 630, ""nama"": ""pink lotus""}, {""id"": 338, ""nama"": ""immortelle""}, {""id"": 56, ""nama"": ""olibanum""}, {""id"": 631, ""nama"": ""myrrh and saffron.""}]",https://static.luckyscent.com/images/products/66500.jpg?width=400&404=product.png
Tobacco Rose Eau de Parfum,Papillon Artisan Perfumes,"[{""id"": 151, ""nama"": ""bulgarian rose""}, {""id"": 72, ""nama"": ""rose de mai""}, {""id"": 34, ""nama"": ""oakmoss""}, {""id"": 264, ""nama"": ""ambergris""}, {""id"": 632, ""nama"": ""beeswax and peru balsam.""}]",https://static.luckyscent.com/images/products/66501.jpg?width=400&404=product.png
Angelique Eau de Parfum,Papillon Artisan Perfumes,"[{""id"": 633, ""nama"": ""mimosa petals""}, {""id"": 166, ""nama"": ""orris""}, {""id"": 68, ""nama"": ""champaca""}, {""id"": 494, ""nama"": ""osmanthus""}, {""id"": 634, ""nama"": ""cedar and olibanum.""}]",https://static.luckyscent.com/images/products/66502.jpg?width=400&404=product.png
2022 Generation Homme Eau de Parfum,Stephane Humbert Lucas 777,"[{""id"": 635, ""nama"": ""yuzu zest""}, {""id"": 254, ""nama"": ""blackcurrant""}, {""id"": 380, ""nama"": ""mint""}, {""id"": 80, ""nama"": ""cambodian oud""}, {""id"": 636, ""nama"": ""precious oud""}, {""id"": 109, ""nama"": ""spices""}, {""id"": 637, ""nama"": ""balsamic notes.""}]",https://static.luckyscent.com/images/products/65510.jpg?width=400&404=product.png
Shihan Eau de Parfum,Piotr Czarnecki,"[{""id"": 638, ""nama"": ""whiskey""}, {""id"": 563, ""nama"": ""coffee""}, {""id"": 52, ""nama"": ""tobacco""}, {""id"": 152, ""nama"": ""pepper""}, {""id"": 64, ""nama"": ""cinnamon""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 10, ""nama"": ""myrrh""}, {""id"": 639, ""nama"": ""spicy accord""}, {""id"": 76, ""nama"": ""ambrette""}, {""id"": 115, ""nama"": ""labdanum""}, {""id"": 102, ""nama"": ""benzoin""}, {""id"": 640, ""nama"": ""amber and musk.""}]",https://static.luckyscent.com/images/products/66000.jpg?width=400&404=product.png
Black Gemstone Eau de Parfum,Stephane Humbert Lucas 777,"[{""id"": 641, ""nama"": ""infusion of three cedars lemon""}, {""id"": 10, ""nama"": ""myrrh""}, {""id"": 642, ""nama"": ""tar""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 643, ""nama"": ""teak""}, {""id"": 644, ""nama"": ""tonka.""}]",https://static.luckyscent.com/images/products/65500.jpg?width=400&404=product.png
Oumma Eau de Parfum,Stephane Humbert Lucas 777,"[{""id"": 645, ""nama"": ""egyptian jasmine""}, {""id"": 646, ""nama"": ""moroccan rose""}, {""id"": 647, ""nama"": ""peruvian balsam""}, {""id"": 648, ""nama"": ""balsam tolu""}, {""id"": 649, ""nama"": ""ashes of cade""}, {""id"": 650, ""nama"": ""burmese oud""}, {""id"": 651, ""nama"": ""nagarmotha.""}]",https://static.luckyscent.com/images/products/65502.jpg?width=400&404=product.png
Rose de Petra Eau de Parfum,Stephane Humbert Lucas 777,"[{""id"": 308, ""nama"": ""rose oxide""}, {""id"": 652, ""nama"": ""pomegranate""}, {""id"": 653, ""nama"": ""litchi""}, {""id"": 151, ""nama"": ""bulgarian rose""}, {""id"": 152, ""nama"": ""pepper""}, {""id"": 86, ""nama"": ""cardamom""}, {""id"": 654, ""nama"": ""cumin seeds.""}]",https://static.luckyscent.com/images/products/65503.jpg?width=400&404=product.png
Soleil de Jeddah Eau de Parfum,Stephane Humbert Lucas 777,"[{""id"": 172, ""nama"": ""lemon""}, {""id"": 655, ""nama"": ""roman chamomile""}, {""id"": 494, ""nama"": ""osmanthus""}, {""id"": 656, ""nama"": ""iris root""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 657, ""nama"": ""earthy notes""}, {""id"": 658, ""nama"": ""iris butter""}, {""id"": 659, ""nama"": ""russian leather""}, {""id"": 660, ""nama"": ""vanilla from madagascar.""}]",https://static.luckyscent.com/images/products/65504.jpg?width=400&404=product.png
Khol de Bahrein Eau de Parfum,Stephane Humbert Lucas 777,"[{""id"": 27, ""nama"": ""violet""}, {""id"": 661, ""nama"": ""nougat""}, {""id"": 662, ""nama"": ""gums""}, {""id"": 663, ""nama"": ""iris powder""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 102, ""nama"": ""benzoin""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 664, ""nama"": ""musky balsamic notes.""}]",https://static.luckyscent.com/images/products/65505.jpg?width=400&404=product.png
O Hira Eau de Parfum,Stephane Humbert Lucas 777,"[{""id"": 665, ""nama"": ""fossilized amber""}]",https://static.luckyscent.com/images/products/65506.jpg?width=400&404=product.png
Une Nuit a Doha Eau de Parfum,Stephane Humbert Lucas 777,"[{""id"": 666, ""nama"": ""fennel""}, {""id"": 667, ""nama"": ""crystallized mandarin""}, {""id"": 94, ""nama"": ""ginger""}, {""id"": 668, ""nama"": ""immortelle flower from corsica""}, {""id"": 669, ""nama"": ""vetiver from haïti""}, {""id"": 670, ""nama"": ""brown tobacco""}, {""id"": 671, ""nama"": ""absolute of vanilla.""}]",https://static.luckyscent.com/images/products/65508.jpg?width=400&404=product.png
Magnolia Grandiflora - Sandrine Eau de Parfum,Grandiflora,"[{""id"": 172, ""nama"": ""lemon""}, {""id"": 110, ""nama"": ""grapefruit""}, {""id"": 672, ""nama"": ""white pepper""}, {""id"": 673, ""nama"": ""fresh garden accords""}, {""id"": 674, ""nama"": ""dry wood accords""}, {""id"": 675, ""nama"": ""marine-aquatic accords""}, {""id"": 676, ""nama"": ""musky accords""}]",https://static.luckyscent.com/images/products/64201.jpg?width=400&404=product.png
Vani Choc Eau de Parfum,Hilde Soliani,"[{""id"": 677, ""nama"": ""citrus accord""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 36, ""nama"": ""almond""}, {""id"": 32, ""nama"": ""sandalwood""}]",https://static.luckyscent.com/images/products/46629.jpg?width=400&404=product.png
Tendre est la Nuit Eau de Parfum,Majda Bekkali,"[{""id"": 678, ""nama"": ""corsican immortelle""}, {""id"": 679, ""nama"": ""ambrette and carrot seeds""}, {""id"": 461, ""nama"": ""cabreuva""}, {""id"": 415, ""nama"": ""davana""}, {""id"": 152, ""nama"": ""pepper""}, {""id"": 226, ""nama"": ""sichuan pepper""}, {""id"": 102, ""nama"": ""benzoin""}, {""id"": 26, ""nama"": ""leather""}, {""id"": 115, ""nama"": ""labdanum""}, {""id"": 34, ""nama"": ""oakmoss""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 59, ""nama"": ""castoreum""}]",https://static.luckyscent.com/images/products/60106.jpg?width=400&404=product.png
Monsieur Eau de Parfum,Pierre Guillaume Paris Black Collection,"[{""id"": 21, ""nama"": ""patchouli""}, {""id"": 218, ""nama"": ""cedarwood""}, {""id"": 680, ""nama"": ""vetiver and sandalwood""}, {""id"": 681, ""nama"": ""absolute of poplar""}, {""id"": 34, ""nama"": ""oakmoss""}, {""id"": 682, ""nama"": ""incense wood and papyrus.""}]",https://static.luckyscent.com/images/products/54513.jpg?width=400&404=product.png
Ashoka Eau de Parfum,Neela Vermeire Creations,"[{""id"": 683, ""nama"": ""lotus""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 684, ""nama"": ""water hyacinth""}, {""id"": 685, ""nama"": ""fig leaf""}, {""id"": 686, ""nama"": ""parsley leaf""}, {""id"": 348, ""nama"": ""osmanthus absolute""}, {""id"": 687, ""nama"": ""cassie absolute""}, {""id"": 122, ""nama"": ""iris""}, {""id"": 688, ""nama"": ""incense essence""}, {""id"": 528, ""nama"": ""jasmine sambac""}, {""id"": 689, ""nama"": ""fig milk""}, {""id"": 7, ""nama"": ""geranium""}, {""id"": 15, ""nama"": ""ylang-ylang""}, {""id"": 690, ""nama"": ""fir balsam absolute""}, {""id"": 10, ""nama"": ""myrrh""}, {""id"": 218, ""nama"": ""cedarwood""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 691, ""nama"": ""vanilla accord""}, {""id"": 692, ""nama"": ""ambre gris""}, {""id"": 246, ""nama"": ""birch""}, {""id"": 170, ""nama"": ""haitian vetiver""}, {""id"": 26, ""nama"": ""leather""}, {""id"": 479, ""nama"": ""styrax""}, {""id"": 44, ""nama"": ""heliotrope""}]",https://static.luckyscent.com/images/products/56504.jpg?width=400&404=product.png
Cologne Absolute Eau de Parfum,Tom Daxon,"[{""id"": 39, ""nama"": ""neroli""}, {""id"": 35, ""nama"": ""bergamot""}, {""id"": 478, ""nama"": ""tarragon""}, {""id"": 693, ""nama"": ""green violet leaf""}, {""id"": 694, ""nama"": ""lemon petitgrain""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 28, ""nama"": ""lily of the valley""}, {""id"": 695, ""nama"": ""givescone""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 20, ""nama"": ""cypriol""}]",https://static.luckyscent.com/images/products/62602.jpg?width=400&404=product.png
Sicilian Wood Eau de Parfum,Tom Daxon,"[{""id"": 172, ""nama"": ""lemon""}, {""id"": 23, ""nama"": ""tangerine""}, {""id"": 35, ""nama"": ""bergamot""}, {""id"": 86, ""nama"": ""cardamom""}, {""id"": 696, ""nama"": ""gaiac wood""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 28, ""nama"": ""lily of the valley""}, {""id"": 697, ""nama"": ""amber cedarwood""}, {""id"": 32, ""nama"": ""sandalwood""}]",https://static.luckyscent.com/images/products/62603.jpg?width=400&404=product.png
Resin Sacra Eau de Parfum,Tom Daxon,"[{""id"": 159, ""nama"": ""suede""}, {""id"": 9, ""nama"": ""frankincense""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 698, ""nama"": ""benzoin siam""}, {""id"": 167, ""nama"": ""cistus""}, {""id"": 62, ""nama"": ""ambroxan""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 18, ""nama"": ""vetiver""}]",https://static.luckyscent.com/images/products/62607.jpg?width=400&404=product.png
Iridium Eau de Parfum,Tom Daxon,"[{""id"": 169, ""nama"": ""juniper""}, {""id"": 337, ""nama"": ""angelica""}, {""id"": 699, ""nama"": ""carrot seed""}, {""id"": 122, ""nama"": ""iris""}, {""id"": 18, ""nama"": ""vetiver""}, {""id"": 218, ""nama"": ""cedarwood""}, {""id"": 189, ""nama"": ""iso e super""}]",https://static.luckyscent.com/images/products/62600.jpg?width=400&404=product.png
Salvia Sclarea Eau de Parfum,Tom Daxon,"[{""id"": 260, ""nama"": ""grass""}, {""id"": 693, ""nama"": ""green violet leaf""}, {""id"": 35, ""nama"": ""bergamot""}, {""id"": 54, ""nama"": ""elemi""}, {""id"": 476, ""nama"": ""clary sage""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 34, ""nama"": ""oakmoss""}, {""id"": 185, ""nama"": ""cashmeran""}, {""id"": 221, ""nama"": ""white musks""}]",https://static.luckyscent.com/images/products/62601.jpg?width=400&404=product.png
Agua Magnoliana Eau de Parfum,Fueguia 1833,"[{""id"": 700, ""nama"": ""amazon magnolia""}, {""id"": 701, ""nama"": ""santalum album""}, {""id"": 702, ""nama"": ""grandiflorum jasmine""}]",https://static.luckyscent.com/images/products/62103.jpg?width=400&404=product.png
Talc Gourmand Eau de Parfum,Farmacia SS. Annunziata dal 1561,"[{""id"": 339, ""nama"": ""honey""}, {""id"": 406, ""nama"": ""caramel""}, {""id"": 703, ""nama"": ""vanilla flower""}, {""id"": 704, ""nama"": ""talcum powder""}, {""id"": 44, ""nama"": ""heliotrope""}, {""id"": 705, ""nama"": ""chocolate""}, {""id"": 142, ""nama"": ""tonka bean""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 30, ""nama"": ""vanilla""}]",https://static.luckyscent.com/images/products/44016.jpg?width=400&404=product.png
Orgasmo Eau de Parfum,Hilde Soliani,"[{""id"": 36, ""nama"": ""almond""}, {""id"": 706, ""nama"": ""amaretto liqueur accord""}]",https://static.luckyscent.com/images/products/46626.jpg?width=400&404=product.png
J'ai Fait Un Reve - Obscur Eau de Parfum,Majda Bekkali,"[{""id"": 24, ""nama"": ""pink pepper""}, {""id"": 35, ""nama"": ""bergamot""}, {""id"": 707, ""nama"": ""egyptian jasmine absolute""}, {""id"": 703, ""nama"": ""vanilla flower""}, {""id"": 75, ""nama"": ""oud""}, {""id"": 67, ""nama"": ""saffron""}, {""id"": 708, ""nama"": ""moroccan atlas cedar and cashmere wood""}]",https://static.luckyscent.com/images/products/60100.jpg?width=400&404=product.png
J'ai Fait Un Reve - Clair Eau de Parfum,Majda Bekkali,"[{""id"": 329, ""nama"": ""petitgrain""}, {""id"": 54, ""nama"": ""elemi""}, {""id"": 87, ""nama"": ""cumin""}, {""id"": 709, ""nama"": ""currant leaves""}, {""id"": 317, ""nama"": ""orange blossom""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 710, ""nama"": ""lisylang""}, {""id"": 59, ""nama"": ""castoreum""}, {""id"": 149, ""nama"": ""white musk""}, {""id"": 711, ""nama"": ""white cedar""}, {""id"": 116, ""nama"": ""guaiac""}, {""id"": 26, ""nama"": ""leather""}, {""id"": 115, ""nama"": ""labdanum""}, {""id"": 712, ""nama"": ""incense and papyrus""}]",https://static.luckyscent.com/images/products/60101.jpg?width=400&404=product.png
Fusion Sacree - Clair Eau de Parfum,Majda Bekkali,"[{""id"": 713, ""nama"": ""fir""}, {""id"": 153, ""nama"": ""cedar""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 317, ""nama"": ""orange blossom""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 102, ""nama"": ""benzoin""}]",https://static.luckyscent.com/images/products/60102.jpg?width=400&404=product.png
Fusion Sacree - Obscur Eau de Parfum,Majda Bekkali,"[{""id"": 456, ""nama"": ""rum""}, {""id"": 714, ""nama"": ""citron""}, {""id"": 715, ""nama"": ""celery""}, {""id"": 582, ""nama"": ""sweet orange""}, {""id"": 39, ""nama"": ""neroli""}, {""id"": 86, ""nama"": ""cardamom""}, {""id"": 3, ""nama"": ""lavender""}, {""id"": 415, ""nama"": ""davana""}, {""id"": 35, ""nama"": ""bergamot""}, {""id"": 716, ""nama"": ""white coffee""}, {""id"": 589, ""nama"": ""tuberose absolute""}, {""id"": 344, ""nama"": ""cloves""}, {""id"": 7, ""nama"": ""geranium""}, {""id"": 717, ""nama"": ""sweet william pear""}, {""id"": 718, ""nama"": ""liquorice""}, {""id"": 719, ""nama"": ""benzoin resinoid""}, {""id"": 720, ""nama"": ""opoponax resinoid""}, {""id"": 264, ""nama"": ""ambergris""}, {""id"": 153, ""nama"": ""cedar""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 721, ""nama"": ""caramel and musk""}]",https://static.luckyscent.com/images/products/60103.jpg?width=400&404=product.png
Mon Nom Est Rouge Eau de Parfum,Majda Bekkali,"[{""id"": 152, ""nama"": ""pepper""}, {""id"": 172, ""nama"": ""lemon""}, {""id"": 54, ""nama"": ""elemi""}, {""id"": 24, ""nama"": ""pink pepper""}, {""id"": 722, ""nama"": ""metallic affect""}, {""id"": 408, ""nama"": ""turkish rose""}, {""id"": 7, ""nama"": ""geranium""}, {""id"": 86, ""nama"": ""cardamom""}, {""id"": 87, ""nama"": ""cumin""}, {""id"": 64, ""nama"": ""cinnamon""}, {""id"": 94, ""nama"": ""ginger""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 723, ""nama"": ""woody balsamic""}, {""id"": 153, ""nama"": ""cedar""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 115, ""nama"": ""labdanum""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 142, ""nama"": ""tonka bean""}, {""id"": 2, ""nama"": ""musk""}]",https://static.luckyscent.com/images/products/60104.jpg?width=400&404=product.png
Platino,Omnia Profumo,"[{""id"": 724, ""nama"": ""whipped cream""}, {""id"": 341, ""nama"": ""coconut""}, {""id"": 406, ""nama"": ""caramel""}, {""id"": 725, ""nama"": ""almond milk""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 107, ""nama"": ""mimosa""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 149, ""nama"": ""white musk""}]",https://static.luckyscent.com/images/products/46108.jpg?width=400&404=product.png
L'homme infini Eau de Parfum,Divine,"[{""id"": 726, ""nama"": ""coriander leaf and grain""}, {""id"": 54, ""nama"": ""elemi""}, {""id"": 58, ""nama"": ""black pepper""}, {""id"": 727, ""nama"": ""oak""}, {""id"": 153, ""nama"": ""cedar""}, {""id"": 728, ""nama"": ""agar wood""}, {""id"": 18, ""nama"": ""vetiver""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 102, ""nama"": ""benzoin""}]",https://static.luckyscent.com/images/products/22711.jpg?width=400&404=product.png
Crema di Latte Eau de Parfum,Hilde Soliani,"[{""id"": 411, ""nama"": ""milk""}, {""id"": 410, ""nama"": ""sugar""}, {""id"": 30, ""nama"": ""vanilla""}]",https://static.luckyscent.com/images/products/46624.jpg?width=400&404=product.png
Cristina Eau de Parfum,Hilde Soliani,"[{""id"": 21, ""nama"": ""patchouli""}, {""id"": 115, ""nama"": ""labdanum""}, {""id"": 30, ""nama"": ""vanilla""}]",https://static.luckyscent.com/images/products/46625.jpg?width=400&404=product.png
Poudre de Riz Eau de Parfum,Pierre Guillaume Paris Black Collection,"[{""id"": 71, ""nama"": ""damask rose""}, {""id"": 729, ""nama"": ""tiare absolute""}, {""id"": 341, ""nama"": ""coconut""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 730, ""nama"": ""rice powder accord (caramelic""}, {""id"": 731, ""nama"": ""burnt toast and maple notes)""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 122, ""nama"": ""iris""}, {""id"": 153, ""nama"": ""cedar""}, {""id"": 142, ""nama"": ""tonka bean""}, {""id"": 732, ""nama"": ""tolu balsam and benzoin resin""}]",https://static.luckyscent.com/images/products/54512.jpg?width=400&404=product.png
450 Eau de Parfum,Farmacia SS. Annunziata dal 1561,"[{""id"": 2, ""nama"": ""musk""}, {""id"": 733, ""nama"": ""iris of florence""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 734, ""nama"": ""aromatic notes""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 30, ""nama"": ""vanilla""}]",https://static.luckyscent.com/images/products/44015.jpg?width=400&404=product.png
Emir Eau de parfum,M. Micallef,"[{""id"": 180, ""nama"": ""orange""}, {""id"": 110, ""nama"": ""grapefruit""}, {""id"": 7, ""nama"": ""geranium""}, {""id"": 75, ""nama"": ""oud""}, {""id"": 58, ""nama"": ""black pepper""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 218, ""nama"": ""cedarwood""}, {""id"": 26, ""nama"": ""leather""}, {""id"": 2, ""nama"": ""musk""}]",https://static.luckyscent.com/images/products/24529.jpg?width=400&404=product.png
Bombay Bling Eau de Parfum,Neela Vermeire Creations,"[{""id"": 238, ""nama"": ""mango""}, {""id"": 577, ""nama"": ""lychee""}, {""id"": 254, ""nama"": ""blackcurrant""}, {""id"": 86, ""nama"": ""cardamom""}, {""id"": 87, ""nama"": ""cumin""}, {""id"": 167, ""nama"": ""cistus""}, {""id"": 408, ""nama"": ""turkish rose""}, {""id"": 528, ""nama"": ""jasmine sambac""}, {""id"": 15, ""nama"": ""ylang-ylang""}, {""id"": 99, ""nama"": ""tuberose""}, {""id"": 735, ""nama"": ""plumeria""}, {""id"": 88, ""nama"": ""gardenia""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 52, ""nama"": ""tobacco""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 153, ""nama"": ""cedar""}, {""id"": 30, ""nama"": ""vanilla""}]",https://static.luckyscent.com/images/products/56500.jpg?width=400&404=product.png
Mohur Eau de Parfum,Neela Vermeire Creations,"[{""id"": 86, ""nama"": ""cardamom""}, {""id"": 14, ""nama"": ""coriander""}, {""id"": 76, ""nama"": ""ambrette""}, {""id"": 219, ""nama"": ""carrot""}, {""id"": 58, ""nama"": ""black pepper""}, {""id"": 54, ""nama"": ""elemi""}, {""id"": 736, ""nama"": ""turkish rose oil""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 166, ""nama"": ""orris""}, {""id"": 737, ""nama"": ""hawthorn""}, {""id"": 738, ""nama"": ""almond milk accord""}, {""id"": 26, ""nama"": ""leather""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 739, ""nama"": ""oudh palao from laos""}, {""id"": 102, ""nama"": ""benzoin""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 142, ""nama"": ""tonka bean""}]",https://static.luckyscent.com/images/products/56501.jpg?width=400&404=product.png
